age,income,credit_score,loan_amount,debt_to_income_pct,num_dependents,years_employed,account_balance,num_prev_loans,monthly_expenses,gender,employment_status,education_level,loan_purpose,region,marital_status,application_year,loan_duration_months,application_date,loan_default
62,52306.29,725,1896.37,27.66,6.0,3.9,4056.88,8,9353.2,Male,Self-Employed,High School,Medical,East,Single,2021,36,2021-04-17,0
73,7309.76,500,19127.3,15.85,3.0,18.8,17110.64,0,1663.9,Male,Unemployed,,Education,East,Single,2019,60,2019-06-19,1
54,67609.98,621,16832.38,25.53,5.0,1.6,19349.81,4,26411.4,Female,Part-Time,Bachelor,Home,West,Single,2013,60,2013-05-28,0
73,35063.49,480,5528.77,20.55,2.0,1.7,,3,10232.98,Female,Full-Time,Master,Car,Central,Married,2021,36,2021-05-21,1
50,34332.42,721,41745.91,59.42,2.0,1.0,7840.22,1,,Male,Retired,,Home,North,Single,2018,48,2018-09-17,1
48,103837.96,476,16376.24,45.8,1.0,19.8,1602.73,9,24156.28,Female,Retired,High School,Car,East,Married,2014,60,2014-10-09,1
18,18244.92,629,5935.24,69.46,0.0,1.5,4794.85,2,3078.31,Female,Full-Time,PhD,Personal,West,Married,2015,36,2015-03-13,1
66,21347.01,712,19934.89,4.68,1.0,2.0,11381.48,0,7788.23,Male,Part-Time,Bachelor,Personal,North,Single,2023,48,2023-09-28,0
53,43086.43,700,7926.35,33.48,2.0,13.5,18141.15,5,12701.8,Male,Full-Time,Bachelor,Education,East,,2010,84,2010-09-13,0
35,16712.24,669,95153.38,19.65,2.0,2.0,18113.07,1,2946.63,Male,Full-Time,High School,Home,East,Married,2020,36,2020-05-27,0
22,14633.86,468,6726.43,9.82,6.0,2.5,2102.93,6,4207.17,Male,Full-Time,Bachelor,Home,East,Divorced,2022,36,2022-04-17,1
27,33143.2,416,32671.64,45.24,0.0,2.0,5000.07,7,6806.48,Female,Full-Time,High School,Personal,West,Married,2022,60,2022-10-12,1
30,92042.79,573,8467.2,31.41,2.0,1.1,4091.76,2,,Female,Part-Time,High School,Business,West,Married,2015,48,2015-10-09,1
50,42991.88,737,10128.64,23.49,1.0,1.2,,1,8236.59,Female,Full-Time,High School,Business,East,Widowed,2020,48,2020-12-04,0
28,138852.31,635,9690.11,20.47,6.0,14.6,21421.88,6,40298.3,Male,Unemployed,,Car,North,Single,2019,84,2019-07-02,0
33,89766.11,605,18261.69,18.8,2.0,2.0,6847.4,3,22622.61,Female,Full-Time,Master,Home,South,Divorced,2013,60,2013-03-12,0
25,17728.73,490,11153.96,22.41,4.0,5.3,23219.75,5,3510.32,Male,Part-Time,Master,Personal,North,Single,2017,36,2017-07-05,0
61,34295.18,559,20752.61,51.11,6.0,5.2,7313.25,1,11630.39,Female,Part-Time,High School,Business,East,Married,2018,36,2018-09-20,1
33,14218.51,396,30002.66,47.06,2.0,5.1,8191.23,6,4127.61,Female,Full-Time,Bachelor,Car,East,Single,2016,60,2016-09-16,1
63,143265.29,550,9588.22,31.86,0.0,0.9,5320.07,1,31383.07,Male,Full-Time,High School,Business,North,,2016,60,2016-04-21,0
61,65171.09,719,11336.6,23.87,0.0,0.7,5408.53,0,23219.01,Female,Full-Time,Bachelor,Medical,West,Married,2024,36,2024-02-26,0
64,15012.76,617,7514.69,19.7,0.0,4.5,958.71,1,5825.99,Female,Part-Time,,Education,East,Divorced,2012,48,2012-04-13,0
55,,712,3092.76,13.49,3.0,0.4,2511.71,9,21463.92,Female,Full-Time,Bachelor,Car,East,Married,2015,36,2015-12-01,0
66,33635.24,577,15254.97,4.94,6.0,3.6,41005.26,1,,Female,Full-Time,Master,Education,South,Married,2010,60,2010-09-07,1
42,34524.02,746,78111.12,49.3,6.0,2.9,6203.44,2,,Male,Full-Time,Master,Personal,East,Married,2022,36,2022-09-09,1
36,21391.52,699,1886.64,13.21,0.0,1.8,5539.36,9,4064.2,Female,Part-Time,,Car,Central,Widowed,2023,48,2023-10-12,0
25,,768,41845.76,27.33,3.0,5.0,264.39,3,,Female,Full-Time,High School,Home,Central,Married,2017,36,2017-12-26,1
24,49793.08,603,13592.3,4.51,1.0,0.8,11242.59,2,12630.75,Female,Self-Employed,Master,Home,Central,Widowed,2022,36,2022-08-28,0
51,32772.0,572,4204.34,8.03,5.0,,2354.86,7,11712.49,Male,Self-Employed,Bachelor,Education,North,Single,2015,36,2015-11-20,0
63,24080.49,731,19334.01,22.34,5.0,10.8,1153.73,0,4409.92,Male,Full-Time,Bachelor,Car,South,Divorced,2019,60,2019-10-13,0
28,91132.89,649,7952.25,17.55,5.0,0.5,4635.08,0,19020.46,Female,Unemployed,,Personal,North,,2012,36,2012-01-23,1
31,48500.76,594,10815.57,28.55,5.0,1.7,42835.88,0,12273.85,Female,Full-Time,PhD,Personal,South,Single,2018,48,2018-08-09,0
20,58645.6,740,7323.98,40.15,3.0,5.8,484.29,2,10234.02,Male,Part-Time,Master,Business,North,,2011,60,2011-03-26,0
38,75438.28,787,4287.62,73.73,,2.9,803.46,1,15388.54,Male,Part-Time,,Car,Central,Married,2020,12,2020-10-14,0
53,70333.57,597,7595.55,33.38,3.0,10.3,1009.7,4,17588.06,Male,Full-Time,High School,Home,East,Single,2012,24,2012-10-20,0
31,25971.52,560,33274.91,45.71,6.0,12.0,724.22,3,5390.78,Female,Full-Time,High School,Home,North,Married,2015,48,2015-09-17,0
65,24030.25,578,28622.91,13.99,5.0,,22267.16,3,5372.4,Female,Full-Time,High School,Business,Central,Married,2020,48,2020-12-04,1
68,32697.47,786,17972.4,18.46,0.0,,1444.85,8,,Female,Part-Time,,Medical,Central,Single,2010,24,2010-08-27,0
38,26913.13,712,17989.01,26.42,3.0,4.6,16401.76,4,9008.43,Female,Part-Time,,Home,South,Married,2015,60,2015-01-06,0
41,23435.19,674,31276.41,16.18,2.0,9.7,12794.76,5,,Female,Full-Time,,Education,North,Divorced,2014,60,2014-03-20,0
28,57442.96,681,18135.21,16.59,6.0,14.4,523.9,5,17725.23,Female,Retired,Master,Home,Central,Married,2019,36,2019-04-23,0
58,49309.5,667,27038.96,23.46,6.0,3.1,1110.86,8,13241.71,Male,Unemployed,High School,Personal,Central,Married,2020,60,2020-03-11,0
51,58605.37,540,12849.76,32.45,0.0,6.5,12654.76,2,11233.56,Female,Unemployed,Bachelor,Medical,East,Married,2023,60,2023-07-26,0
74,29166.17,539,27247.03,22.31,2.0,9.5,12581.04,6,,Female,Full-Time,Master,Business,West,Single,2013,60,2013-10-10,1
39,32473.13,615,41737.07,18.2,2.0,4.9,5133.95,9,11516.12,Male,Retired,High School,Education,Central,Divorced,2014,60,2014-02-07,1
33,95925.76,610,13386.47,31.47,4.0,15.4,6712.97,0,21541.89,Male,Unemployed,Bachelor,Home,East,Single,2024,36,2024-02-08,0
46,23864.13,631,1556.55,20.67,5.0,0.3,,8,4630.57,Male,Full-Time,Bachelor,Home,Central,Single,2021,36,2021-07-16,1
72,21426.64,653,4402.87,37.03,5.0,1.8,7002.21,4,6804.06,Male,Part-Time,High School,Home,East,,2020,48,2020-03-05,0
22,43981.73,629,6767.08,54.21,4.0,7.2,2226.4,2,8969.93,Male,Retired,Bachelor,Medical,East,Single,2017,60,2017-08-21,1
52,106862.42,611,15813.72,55.22,6.0,3.9,11008.69,9,38861.52,Male,Part-Time,,Car,West,Married,2010,36,2010-03-15,1
46,37783.58,508,8734.02,12.46,3.0,0.6,8190.3,7,6924.34,Male,Full-Time,Bachelor,Business,East,,2016,60,2016-03-02,1
28,102945.08,600,11142.16,34.43,2.0,5.9,2841.85,5,27498.65,Female,Part-Time,High School,Personal,South,,2017,60,2017-11-28,0
67,174312.26,708,7129.56,42.93,2.0,8.2,2267.21,2,46347.67,Male,Full-Time,PhD,Medical,North,Single,2019,36,2019-12-14,0
43,33782.74,487,8012.98,27.15,2.0,9.2,19427.43,9,7249.25,Female,Full-Time,Master,Home,East,Married,2019,60,2019-12-04,1
28,83606.14,696,56826.59,41.94,6.0,4.2,16724.92,5,15739.54,Female,Full-Time,Bachelor,Medical,North,Married,2020,48,2020-03-21,0
67,48006.73,666,11394.74,36.26,0.0,2.3,24182.68,6,14635.34,Male,Self-Employed,Bachelor,Education,Central,,2011,60,2011-10-10,0
25,29571.38,794,19644.35,6.86,3.0,,1875.68,8,10728.33,Male,Full-Time,Bachelor,Education,South,,2015,60,2015-02-20,1
40,20052.82,638,6945.82,58.04,0.0,,10263.14,2,4416.29,Male,Retired,High School,Car,East,Single,2017,36,2017-07-21,0
66,,753,10960.31,19.67,3.0,1.1,3982.24,9,11663.15,Female,Full-Time,High School,Home,South,Married,2016,48,2016-08-01,0
46,55133.91,647,54967.96,17.06,3.0,13.7,6814.2,2,11692.24,Non-Binary,Full-Time,Master,Personal,North,Married,2014,12,2014-11-27,1
62,47047.4,573,18508.91,39.68,4.0,1.5,12900.41,8,18739.67,Female,Full-Time,Bachelor,Home,Central,,2020,60,2020-02-17,1
38,58813.16,618,7198.32,25.98,3.0,12.8,18272.13,7,15161.67,Female,Full-Time,Bachelor,Car,Central,Married,2013,12,2013-11-14,0
71,45744.94,686,9638.74,60.51,1.0,1.3,1574.19,9,12304.12,Female,Full-Time,Bachelor,Personal,North,Married,2014,48,2014-01-21,1
34,,690,11076.73,29.75,4.0,0.9,1182.0,5,7044.26,Non-Binary,Full-Time,Master,Business,North,Divorced,2020,60,2020-08-02,1
29,55990.13,728,15359.46,55.39,4.0,11.2,22120.2,0,17012.49,Male,Self-Employed,Bachelor,Home,West,,2013,60,2013-08-14,0
34,,729,20412.94,45.61,6.0,,20035.6,1,13522.88,Female,Full-Time,,Medical,Central,Married,2016,36,2016-09-14,0
68,58505.89,683,14050.76,27.2,3.0,2.5,904.22,9,10757.51,Male,Self-Employed,Bachelor,Business,West,Single,2015,84,2015-06-21,0
45,51056.26,738,11307.45,27.48,6.0,2.0,3612.45,0,13210.67,Female,Unemployed,High School,Business,Central,Married,2022,48,2022-02-12,0
74,31622.39,718,2271.78,50.87,1.0,11.4,30930.33,9,5764.3,Female,Full-Time,Master,Business,West,,2013,36,2013-10-16,0
74,40363.46,615,11498.13,57.28,0.0,1.0,7465.6,5,8337.92,Female,Full-Time,Master,Personal,Central,Divorced,2018,60,2018-12-24,1
33,32669.06,638,25973.56,16.61,5.0,2.4,,7,10942.35,Male,Self-Employed,High School,Home,North,Married,2011,84,2011-11-27,1
64,34753.24,693,37271.54,56.05,4.0,1.9,396.98,5,10843.27,Female,Part-Time,Master,Car,North,Divorced,2024,60,2024-02-24,0
42,,658,17815.19,5.1,4.0,13.1,8371.86,7,7110.27,Male,Part-Time,High School,Education,South,Single,2019,24,2019-06-14,0
26,89370.41,589,13406.98,58.27,1.0,1.8,4312.16,7,18279.94,Female,Part-Time,,Personal,East,Married,2021,48,2021-12-23,1
39,27369.34,553,22129.56,56.33,4.0,,2374.79,1,9201.85,Female,Part-Time,,Home,South,Single,2016,24,2016-11-09,0
52,,798,9833.77,8.08,1.0,0.4,2341.04,9,7843.78,Male,Self-Employed,High School,Education,Central,Married,2014,48,2014-09-10,0
52,49035.96,692,24150.39,55.42,4.0,14.0,788.98,9,,Male,Full-Time,Master,Education,Central,Married,2014,36,2014-06-05,1
22,36244.63,738,17966.53,20.84,6.0,5.9,298.27,7,8757.03,Male,Full-Time,Master,Medical,Central,Divorced,2015,24,2015-05-12,1
20,68353.93,673,7387.69,9.82,2.0,14.4,642.89,1,13114.53,Male,Full-Time,High School,Car,South,Married,2018,48,2018-10-16,0
45,28069.21,516,4592.57,13.34,0.0,6.7,11123.55,5,5996.14,Male,Unemployed,Bachelor,Education,West,Married,2022,24,2022-01-18,0
64,16854.89,761,8212.19,25.23,1.0,10.8,2016.94,5,5199.39,Male,Part-Time,High School,Personal,Central,Single,2016,36,2016-07-14,1
69,99449.18,554,22568.8,17.21,5.0,8.2,7476.07,8,,Female,Full-Time,High School,Business,North,Single,2017,60,2017-04-21,1
74,62302.82,651,28266.02,34.07,2.0,5.2,8003.63,0,17601.68,Male,Retired,Bachelor,Medical,East,Single,2021,60,2021-04-28,0
42,14153.62,492,14422.95,17.58,3.0,7.5,17126.64,6,3416.52,Female,Full-Time,Master,Home,East,Widowed,2014,12,2014-04-03,1
63,27394.68,758,38930.45,23.76,6.0,12.1,,6,7500.9,Female,Full-Time,High School,Home,South,Single,2016,36,2016-08-28,1
66,22264.51,667,17380.45,44.93,,0.8,6794.25,3,4586.39,Male,Retired,High School,Car,North,Divorced,2021,84,2021-10-12,0
59,100007.68,612,16936.86,25.18,4.0,9.2,4468.82,2,31886.97,Male,Full-Time,High School,Business,South,Single,2014,36,2014-09-10,0
34,66847.11,816,15374.96,13.59,6.0,1.1,954.54,9,13091.05,Female,Self-Employed,,Home,South,Married,2020,36,2020-01-02,0
40,21045.2,577,8773.96,37.53,6.0,2.1,367.3,4,5921.51,Female,Full-Time,PhD,Personal,West,Single,2023,60,2023-01-24,1
70,27011.33,644,10508.12,24.21,6.0,8.4,6627.86,8,4732.39,Female,Unemployed,Master,Home,South,Single,2023,24,2023-06-07,0
39,46975.58,781,14959.89,8.86,6.0,13.0,2434.32,6,14417.13,Female,Full-Time,Bachelor,Business,West,Married,2011,60,2011-09-10,0
26,35756.65,667,11923.0,82.86,5.0,5.5,5037.62,4,6203.75,Female,Full-Time,High School,Car,South,,2022,36,2022-04-06,0
47,124613.14,643,13160.0,35.18,1.0,2.1,,7,33628.12,Male,Full-Time,Master,Home,East,Married,2016,60,2016-06-16,0
70,66761.93,850,34930.1,35.44,6.0,1.9,622.39,4,,Female,Retired,Master,Business,East,Single,2020,60,2020-03-14,1
71,18296.87,496,11567.75,13.6,4.0,2.3,5243.27,5,3307.27,Male,Self-Employed,Bachelor,Car,West,Single,2018,36,2018-06-18,1
61,59023.63,762,19220.31,18.07,5.0,,7981.38,5,11932.11,Female,Full-Time,,Education,North,Single,2022,36,2022-05-24,0
34,44465.36,619,5309.83,48.87,2.0,12.2,368.06,9,8249.55,Female,Full-Time,Bachelor,Personal,South,Married,2013,24,2013-04-02,1
70,48636.17,555,9604.13,23.58,6.0,2.7,2425.21,4,15537.9,Male,Retired,Master,Personal,South,Divorced,2014,36,2014-05-27,1
56,,623,4670.87,8.51,0.0,2.4,593.76,0,8745.14,Male,Full-Time,PhD,Personal,East,Married,2015,60,2015-10-04,0
51,27551.8,592,7205.47,60.68,1.0,6.6,3036.44,4,7105.59,Female,Retired,,Business,South,Single,2012,36,2012-09-03,1
32,86203.52,742,29004.02,32.12,6.0,8.7,4871.63,5,18113.68,Female,Full-Time,Bachelor,Personal,West,Single,2022,48,2022-08-04,0
69,78137.03,617,20547.31,39.73,6.0,0.9,32723.05,8,29744.63,Male,Full-Time,,Education,West,Single,2012,12,2012-01-25,1
23,233447.23,570,10487.15,37.47,2.0,3.7,3776.33,6,76482.48,Female,Part-Time,Master,Home,Central,Single,2015,60,2015-10-14,1
34,84988.43,638,5646.09,40.9,5.0,8.0,1930.36,7,18526.73,Male,Self-Employed,Bachelor,Personal,Central,Single,2023,36,2023-05-22,0
47,188603.28,753,12998.86,52.51,1.0,2.1,5819.72,5,59414.84,Male,Self-Employed,High School,Education,North,Married,2020,60,2020-09-23,0
52,,585,23707.05,23.65,2.0,6.7,13856.43,0,3292.52,Female,Full-Time,High School,Personal,East,,2024,12,2024-06-02,0
64,40005.5,696,20149.28,27.04,2.0,4.4,3789.22,8,7695.3,Male,Self-Employed,Bachelor,Home,South,Married,2011,48,2011-11-04,0
29,13856.14,832,20977.43,17.52,3.0,1.8,1351.93,3,4008.88,Male,Full-Time,Bachelor,Car,North,Married,2011,60,2011-08-12,1
34,56122.22,583,8588.42,22.66,0.0,2.0,988.29,2,13446.01,Male,Full-Time,Bachelor,Medical,West,Married,2014,24,2014-02-27,0
59,133679.29,732,52511.99,29.43,2.0,2.9,3639.18,2,35728.32,Male,Retired,Master,Education,West,,2022,60,2022-07-16,0
49,43642.84,635,8002.58,17.7,2.0,13.7,1230.18,5,10530.58,Female,Part-Time,,Business,West,Single,2014,12,2014-02-03,0
52,181863.23,692,2281.81,20.05,6.0,9.2,4769.98,1,,Female,Full-Time,Master,Personal,North,Single,2023,60,2023-09-12,0
23,69161.9,850,6286.58,27.84,5.0,0.1,90926.15,7,14115.81,Male,Full-Time,Bachelor,Car,North,Single,2018,60,2018-12-20,0
39,49667.77,578,10923.95,13.04,6.0,7.8,3204.83,9,12472.32,Female,Full-Time,High School,Medical,South,Married,2011,36,2011-03-25,1
51,69053.23,655,11194.7,23.26,1.0,3.0,1280.02,9,19245.65,Male,Unemployed,PhD,Personal,South,Single,2017,84,2017-02-06,0
69,63857.31,736,19279.93,5.19,4.0,0.2,11297.01,1,18632.07,Male,Full-Time,Bachelor,Business,East,Married,2016,84,2016-11-01,0
47,36788.71,656,18587.6,37.26,6.0,7.9,2103.43,7,8207.46,Female,Full-Time,High School,Home,West,Married,2020,36,2020-01-03,1
43,12269.27,498,30333.5,20.0,0.0,2.3,4596.97,9,2167.55,Male,Retired,,Personal,East,Married,2021,60,2021-07-01,0
29,11678.62,641,23581.4,18.74,,8.5,9860.25,8,4080.72,Female,Full-Time,PhD,Medical,East,Married,2020,36,2020-04-12,1
40,23485.29,623,11937.02,20.46,6.0,13.3,,8,4562.1,Male,Part-Time,Bachelor,Home,West,Divorced,2011,84,2011-04-11,0
48,14559.02,702,14162.74,33.41,3.0,2.0,6452.53,8,4974.27,Female,Full-Time,Bachelor,Business,West,Single,2022,48,2022-06-09,0
26,63662.31,520,4594.74,30.07,6.0,0.7,15982.2,6,17155.49,Male,Self-Employed,Master,Business,West,,2013,48,2013-04-08,1
50,107061.72,650,18030.77,32.59,5.0,1.1,1224.64,6,19104.41,Male,Full-Time,PhD,Medical,East,Single,2010,36,2010-02-05,0
72,27753.96,670,12127.89,52.52,3.0,5.9,3455.45,3,6178.82,Male,Retired,Bachelor,Education,North,Married,2020,36,2020-01-04,0
24,71654.42,563,15949.4,36.19,2.0,4.6,1067.36,8,13056.2,Male,Self-Employed,,Car,Central,Single,2015,36,2015-08-22,0
69,16476.04,576,11388.99,14.63,0.0,2.2,3770.24,5,4231.18,Male,Retired,High School,Business,North,Widowed,2022,36,2022-08-11,1
28,,540,4422.3,19.64,,18.4,5348.27,2,13301.89,Female,Full-Time,Bachelor,Education,Central,Married,2020,48,2020-11-04,0
64,36274.68,581,5895.22,7.84,4.0,18.1,3360.47,2,6438.21,Female,Unemployed,Bachelor,Personal,West,Single,2022,48,2022-07-16,0
55,,775,12967.01,27.74,3.0,5.5,3378.12,4,11071.7,Male,Full-Time,Bachelor,Home,East,Divorced,2015,84,2015-06-20,0
44,92597.68,507,13913.25,15.24,4.0,7.1,1801.84,5,33042.52,Female,Self-Employed,Master,Personal,East,Married,2020,48,2020-08-09,1
69,60697.16,530,29648.36,17.51,6.0,16.4,54008.2,5,11622.84,Female,Full-Time,Bachelor,Personal,West,Married,2014,48,2014-10-14,1
20,30355.1,599,14990.75,52.9,6.0,3.0,2793.24,8,5831.85,Female,Full-Time,PhD,Home,South,Single,2015,24,2015-11-25,1
26,58564.17,635,7084.71,12.32,3.0,3.6,7106.38,8,21665.53,Male,Self-Employed,Master,Home,West,Married,2013,60,2013-03-02,0
43,41009.95,730,11859.94,44.3,1.0,5.2,336.47,7,6999.09,Male,Full-Time,,Medical,South,Divorced,2022,36,2022-10-18,0
69,,558,14544.12,20.77,5.0,4.8,2229.88,3,42502.42,Male,Retired,High School,Medical,West,Married,2022,84,2022-10-16,1
67,18717.06,697,29492.45,37.75,3.0,8.0,20514.08,3,3243.48,Female,Part-Time,Master,Business,North,Married,2023,36,2023-11-07,0
40,21069.97,630,13467.35,19.47,6.0,1.2,20019.24,4,4496.74,Male,Unemployed,Master,Education,South,Single,2012,36,2012-05-04,0
52,,603,5286.5,44.95,0.0,8.4,1837.62,5,10661.06,Female,Retired,Bachelor,Car,Central,Married,2023,36,2023-01-05,0
68,26826.55,629,21889.47,13.35,2.0,1.1,6175.61,1,6535.25,Female,Self-Employed,PhD,Car,East,Married,2021,60,2021-10-17,1
21,34827.57,603,22036.78,44.88,3.0,3.3,7262.54,9,8234.07,Male,Full-Time,,Business,West,Married,2020,36,2020-11-20,0
27,45618.16,681,9298.28,17.7,2.0,12.6,19220.11,3,12282.8,Male,Full-Time,,Education,South,Married,2015,36,2015-05-28,0
69,109291.56,485,18359.13,14.74,1.0,14.6,8437.28,2,20433.61,Female,Unemployed,Bachelor,Education,East,Married,2015,36,2015-11-17,0
68,77393.33,649,16589.23,37.86,2.0,6.4,14782.9,9,25232.04,Male,Full-Time,Master,Business,West,Married,2014,60,2014-05-20,0
42,12500.91,694,12350.23,21.72,2.0,1.1,9555.0,3,2661.28,Male,Full-Time,,Car,South,Married,2013,36,2013-05-20,0
66,69977.8,754,24361.1,16.14,5.0,3.2,5261.25,5,21374.85,Male,Full-Time,Master,Personal,North,Divorced,2015,12,2015-03-14,0
62,13566.76,652,18628.85,27.64,5.0,5.0,17608.57,4,3038.97,Male,Part-Time,PhD,Home,West,Divorced,2016,24,2016-06-15,0
44,114838.27,710,12002.35,44.28,1.0,2.9,2587.15,2,42208.95,Female,Part-Time,Master,Education,South,Married,2016,60,2016-02-22,1
37,20223.71,688,12809.54,17.16,5.0,0.6,1759.25,7,4632.56,Female,Unemployed,High School,Home,Central,Single,2020,84,2020-08-09,0
63,40522.29,636,11402.73,18.78,2.0,2.5,6134.13,7,6893.6,Male,Retired,High School,Car,West,Married,2018,24,2018-04-06,0
44,32407.9,738,1677.59,57.17,3.0,3.2,1442.38,5,11381.4,Female,Self-Employed,Master,Home,East,Single,2014,84,2014-02-10,0
18,33779.76,723,31876.19,19.78,2.0,7.2,1982.6,0,11332.08,Male,Retired,Bachelor,Education,West,,2018,84,2018-11-20,0
39,54062.16,649,4531.57,18.71,3.0,1.3,37287.59,0,10647.97,Male,Self-Employed,Master,Business,East,Married,2011,36,2011-04-20,1
25,18325.89,688,26808.5,15.98,0.0,4.0,634.66,0,3752.55,Female,Full-Time,Bachelor,Business,West,,2018,60,2018-06-09,1
67,38085.36,678,8139.98,17.51,2.0,0.7,3552.89,8,11360.02,Female,Part-Time,Bachelor,Education,East,Single,2015,36,2015-09-25,0
66,26063.89,390,23068.79,14.69,1.0,2.6,3193.95,0,7775.39,Male,Retired,Master,Personal,South,Divorced,2018,60,2018-10-20,1
26,12558.67,515,7403.32,34.14,0.0,,8266.02,4,2381.02,Male,Part-Time,Bachelor,Education,East,Divorced,2012,36,2012-01-04,0
37,44095.16,546,11228.84,23.56,,6.3,10049.39,6,,Female,Full-Time,Master,Medical,North,Married,2016,36,2016-05-21,0
23,34956.98,596,11492.42,17.67,5.0,1.8,4049.12,7,6052.37,Male,Retired,High School,Personal,South,Divorced,2021,24,2021-09-19,1
20,24346.97,559,62948.84,63.08,,0.3,1836.27,9,5882.02,Female,Full-Time,Master,Home,North,Married,2019,36,2019-04-22,1
18,63368.92,573,10554.02,38.38,0.0,2.8,20529.0,9,20341.83,Male,Full-Time,High School,Education,West,Married,2020,36,2020-05-14,1
22,26414.75,744,14694.71,20.8,1.0,1.5,3183.92,2,,Male,Unemployed,Bachelor,Education,West,Married,2012,48,2012-04-20,0
38,235672.69,677,50112.16,8.48,5.0,8.8,888.44,0,89977.51,Male,Full-Time,High School,Home,North,Married,2022,60,2022-08-18,0
47,50278.82,805,14353.93,45.1,3.0,0.7,12421.85,9,17192.69,Female,Unemployed,High School,Business,South,Married,2021,36,2021-01-01,1
20,32745.13,751,30889.18,12.19,0.0,6.6,12874.59,3,6440.69,Male,Full-Time,High School,Education,Central,,2023,36,2023-03-03,0
53,26695.08,645,48901.16,42.85,1.0,4.2,2260.48,9,7447.33,Female,Part-Time,,Car,East,,2011,36,2011-07-06,1
61,119155.26,730,6074.06,43.57,1.0,8.7,6022.7,2,,Male,Full-Time,Master,Business,West,Married,2010,36,2010-08-19,0
67,55027.36,604,6153.31,68.18,4.0,3.4,25496.58,6,12771.55,Male,Unemployed,PhD,Home,West,Married,2015,48,2015-09-03,1
48,37749.11,525,39115.58,21.3,3.0,1.8,9219.56,4,14474.6,Female,Part-Time,Bachelor,Home,West,,2020,60,2020-04-18,1
56,144478.9,614,15577.96,11.26,4.0,5.1,2961.94,4,37089.55,Female,Unemployed,High School,Car,East,Single,2017,84,2017-03-05,0
67,31376.12,754,3468.61,18.17,5.0,0.3,2021.0,0,5289.07,Male,Self-Employed,,Home,South,Married,2022,24,2022-06-14,1
55,,734,9193.64,50.53,5.0,7.4,14423.99,3,23806.34,Male,Unemployed,Bachelor,Personal,South,,2019,36,2019-05-15,0
67,45021.36,628,9066.12,45.65,5.0,0.8,536.59,4,12489.52,Female,Full-Time,High School,Car,North,Married,2019,24,2019-03-11,1
62,51341.15,774,7893.52,45.58,4.0,5.7,6028.49,8,19516.74,Male,Full-Time,Bachelor,Education,North,Divorced,2017,60,2017-08-01,1
38,24551.43,659,4951.48,26.36,3.0,8.6,4112.91,7,4389.68,Female,Part-Time,Master,Home,South,Married,2015,36,2015-04-13,1
53,70705.17,345,12046.84,33.98,5.0,3.2,3896.61,1,19723.87,Female,Full-Time,Bachelor,Medical,Central,Widowed,2013,48,2013-11-24,0
49,88152.14,436,53009.23,25.35,3.0,12.3,9266.24,6,16313.74,Female,Retired,Bachelor,Home,North,Married,2016,60,2016-11-16,1
35,29849.81,626,24249.63,33.43,4.0,0.2,1041.43,8,,Female,Full-Time,High School,Car,North,Divorced,2021,60,2021-06-20,1
49,42814.93,680,10102.92,20.38,0.0,7.6,3145.16,0,8589.33,Female,Retired,High School,Car,East,Married,2019,36,2019-06-19,0
18,48598.34,686,20948.61,13.47,4.0,0.7,1962.65,6,,Male,Self-Employed,High School,Home,West,Married,2010,84,2010-03-28,0
66,31339.63,627,10794.3,19.92,4.0,2.4,5997.23,3,6706.06,Male,Self-Employed,,Car,North,Widowed,2021,60,2021-04-01,0
